record_id,date,hr,Cum_sum_registered,Cum_sum_cusual
3555,2011-06-02,0,309095,76061
3556,2011-06-02,1,309107,76064
3557,2011-06-02,2,309113,76064
3558,2011-06-02,3,309117,76064
3559,2011-06-02,4,309120,76064
3560,2011-06-02,5,309148,76067
3561,2011-06-02,6,309254,76074
3562,2011-06-02,7,309539,76093
3563,2011-06-02,8,309981,76118
3564,2011-06-02,9,310178,76146
3565,2011-06-02,10,310284,76179
3566,2011-06-02,11,310407,76221
3567,2011-06-02,12,310600,76260
3568,2011-06-02,13,310768,76295
3569,2011-06-02,14,310910,76338
3570,2011-06-02,15,311054,76382
3571,2011-06-02,16,311309,76445
3572,2011-06-02,17,311793,76533
3573,2011-06-02,18,312244,76607
3574,2011-06-02,19,312565,76665
3575,2011-06-02,20,312851,76716
3576,2011-06-02,21,313066,76749
3577,2011-06-02,22,313207,76763
3578,2011-06-02,23,313296,76786
3579,2011-06-03,0,313349,76801
3580,2011-06-03,1,313364,76808
3581,2011-06-03,2,313376,76808
3582,2011-06-03,3,313381,76808
3583,2011-06-03,4,313386,76809
3584,2011-06-03,5,313410,76813
3585,2011-06-03,6,313508,76821
3586,2011-06-03,7,313760,76846
3587,2011-06-03,8,314231,76877
3588,2011-06-03,9,314425,76913
3589,2011-06-03,10,314532,76967
3590,2011-06-03,11,314667,77024
3591,2011-06-03,12,314875,77075
3592,2011-06-03,13,315065,77133
3593,2011-06-03,14,315239,77199
3594,2011-06-03,15,315395,77255
3595,2011-06-03,16,315681,77318
3596,2011-06-03,17,316166,77391
3597,2011-06-03,18,316654,77467
3598,2011-06-03,19,316992,77520
3599,2011-06-03,20,317228,77577
3600,2011-06-03,21,317424,77628
3601,2011-06-03,22,317569,77654
3602,2011-06-03,23,317710,77684
3603,2011-06-04,0,317779,77708
3604,2011-06-04,1,317859,77722
3605,2011-06-04,2,317900,77740
3606,2011-06-04,3,317910,77748
3607,2011-06-04,4,317921,77752
3608,2011-06-04,5,317926,77755
3609,2011-06-04,6,317943,77766
3610,2011-06-04,7,318003,77793
3611,2011-06-04,8,318099,77822
3612,2011-06-04,9,318268,77877
3613,2011-06-04,10,318470,77992
3614,2011-06-04,11,318719,78112
3615,2011-06-04,12,318989,78262
3616,2011-06-04,13,319257,78450
3617,2011-06-04,14,319515,78643
3618,2011-06-04,15,319739,78823
3619,2011-06-04,16,320011,78991
3620,2011-06-04,17,320213,79133
3621,2011-06-04,18,320427,79260
3622,2011-06-04,19,320633,79339
3623,2011-06-04,20,320782,79429
3624,2011-06-04,21,320921,79475
3625,2011-06-04,22,321062,79524
3626,2011-06-04,23,321183,79553
3627,2011-06-05,0,321273,79576
3628,2011-06-05,1,321343,79602
3629,2011-06-05,2,321391,79618
3630,2011-06-05,3,321416,79640
3631,2011-06-05,4,321424,79644
3632,2011-06-05,5,321429,79645
3633,2011-06-05,6,321440,79655
3634,2011-06-05,7,321459,79663
3635,2011-06-05,8,321533,79687
3636,2011-06-05,9,321644,79740
3637,2011-06-05,10,321812,79823
3638,2011-06-05,11,322026,79944
3639,2011-06-05,12,322238,80067
3640,2011-06-05,13,322451,80221
3641,2011-06-05,14,322675,80382
3642,2011-06-05,15,322931,80543
3643,2011-06-05,16,323191,80681
3644,2011-06-05,17,323455,80807
3645,2011-06-05,18,323694,80931
3646,2011-06-05,19,323943,81039
3647,2011-06-05,20,324138,81123
3648,2011-06-05,21,324249,81177
3649,2011-06-05,22,324343,81213
3650,2011-06-05,23,324404,81238
3651,2011-06-06,0,324422,81249
3652,2011-06-06,1,324427,81258
3653,2011-06-06,2,324431,81262
3654,2011-06-06,3,324434,81264
3655,2011-06-06,4,324438,81268
3656,2011-06-06,5,324462,81275
3657,2011-06-06,6,324563,81286
3658,2011-06-06,7,324844,81304
3659,2011-06-06,8,325254,81332
3660,2011-06-06,9,325416,81358
3661,2011-06-06,10,325480,81389
3662,2011-06-06,11,325552,81428
3663,2011-06-06,12,325680,81453
3664,2011-06-06,13,325832,81481
3665,2011-06-06,14,325931,81527
3666,2011-06-06,15,326058,81565
3667,2011-06-06,16,326291,81599
3668,2011-06-06,17,326807,81662
3669,2011-06-06,18,327307,81718
3670,2011-06-06,19,327650,81782
3671,2011-06-06,20,327927,81841
3672,2011-06-06,21,328087,81870
3673,2011-06-06,22,328224,81906
3674,2011-06-06,23,328279,81911
3675,2011-06-07,0,328294,81916
3676,2011-06-07,1,328296,81918
3677,2011-06-07,2,328298,81921
3678,2011-06-07,3,328299,81922
3679,2011-06-07,4,328302,81924
3680,2011-06-07,5,328332,81926
3681,2011-06-07,6,328448,81936
3682,2011-06-07,7,328759,81959
3683,2011-06-07,8,329191,82004
3684,2011-06-07,9,329381,82031
3685,2011-06-07,10,329467,82068
3686,2011-06-07,11,329580,82106
3687,2011-06-07,12,329721,82148
3688,2011-06-07,13,329862,82203
3689,2011-06-07,14,329974,82237
3690,2011-06-07,15,330101,82293
3691,2011-06-07,16,330354,82348
3692,2011-06-07,17,330829,82412
3693,2011-06-07,18,331308,82484
3694,2011-06-07,19,331663,82553
3695,2011-06-07,20,331964,82598
3696,2011-06-07,21,332151,82629
3697,2011-06-07,22,332277,82656
3698,2011-06-07,23,332349,82674
3699,2011-06-08,0,332378,82686
3700,2011-06-08,1,332398,82689
3701,2011-06-08,2,332405,82689
3702,2011-06-08,3,332406,82691
3703,2011-06-08,4,332412,82691
3704,2011-06-08,5,332433,82691
3705,2011-06-08,6,332536,82704
3706,2011-06-08,7,332865,82728
3707,2011-06-08,8,333300,82774
3708,2011-06-08,9,333468,82808
3709,2011-06-08,10,333531,82835
3710,2011-06-08,11,333637,82863
3711,2011-06-08,12,333771,82878
3712,2011-06-08,13,333887,82898
3713,2011-06-08,14,333998,82942
3714,2011-06-08,15,334098,82970
3715,2011-06-08,16,334297,83004
3716,2011-06-08,17,334723,83084
3717,2011-06-08,18,335121,83145
3718,2011-06-08,19,335444,83206
3719,2011-06-08,20,335669,83261
3720,2011-06-08,21,335837,83295
3721,2011-06-08,22,335976,83332
3722,2011-06-08,23,336074,83350
3723,2011-06-09,0,336114,83357
3724,2011-06-09,1,336127,83360
3725,2011-06-09,2,336133,83360
3726,2011-06-09,3,336135,83360
3727,2011-06-09,4,336139,83362
3728,2011-06-09,5,336158,83363
3729,2011-06-09,6,336263,83376
3730,2011-06-09,7,336546,83407
3731,2011-06-09,8,336946,83439
3732,2011-06-09,9,337094,83459
3733,2011-06-09,10,337168,83479
3734,2011-06-09,11,337250,83515
3735,2011-06-09,12,337350,83555
3736,2011-06-09,13,337468,83573
3737,2011-06-09,14,337561,83598
3738,2011-06-09,15,337647,83616
3739,2011-06-09,16,337817,83646
3740,2011-06-09,17,338172,83700
3741,2011-06-09,18,338586,83752
3742,2011-06-09,19,338857,83807
3743,2011-06-09,20,339071,83847
3744,2011-06-09,21,339213,83876
3745,2011-06-09,22,339344,83898
3746,2011-06-09,23,339426,83913
3747,2011-06-10,0,339487,83921
3748,2011-06-10,1,339505,83926
3749,2011-06-10,2,339512,83932
3750,2011-06-10,3,339515,83935
3751,2011-06-10,4,339519,83935
3752,2011-06-10,5,339547,83935
3753,2011-06-10,6,339641,83945
3754,2011-06-10,7,339883,83970
3755,2011-06-10,8,340306,83999
3756,2011-06-10,9,340482,84036
3757,2011-06-10,10,340570,84059
3758,2011-06-10,11,340677,84105
3759,2011-06-10,12,340844,84145
3760,2011-06-10,13,340993,84185
3761,2011-06-10,14,341114,84229
3762,2011-06-10,15,341277,84278
3763,2011-06-10,16,341516,84324
3764,2011-06-10,17,341970,84387
3765,2011-06-10,18,342337,84483
3766,2011-06-10,19,342582,84544
3767,2011-06-10,20,342779,84597
3768,2011-06-10,21,342942,84652
3769,2011-06-10,22,343087,84692
3770,2011-06-10,23,343197,84728
3771,2011-06-11,0,343286,84756
3772,2011-06-11,1,343353,84766
3773,2011-06-11,2,343403,84776
3774,2011-06-11,3,343421,84786
3775,2011-06-11,4,343430,84790
3776,2011-06-11,5,343442,84794
3777,2011-06-11,6,343473,84803
3778,2011-06-11,7,343523,84821
3779,2011-06-11,8,343634,84853
3780,2011-06-11,9,343805,84912
3781,2011-06-11,10,343978,85003
3782,2011-06-11,11,344193,85113
3783,2011-06-11,12,344428,85225
3784,2011-06-11,13,344665,85375
3785,2011-06-11,14,344897,85523
3786,2011-06-11,15,345129,85665
3787,2011-06-11,16,345354,85834
3788,2011-06-11,17,345544,85981
3789,2011-06-11,18,345699,86112
3790,2011-06-11,19,345866,86209
3791,2011-06-11,20,346046,86304
3792,2011-06-11,21,346190,86380
3793,2011-06-11,22,346327,86433
3794,2011-06-11,23,346434,86457
3795,2011-06-12,0,346534,86476
3796,2011-06-12,1,346608,86495
3797,2011-06-12,2,346665,86504
3798,2011-06-12,3,346685,86512
3799,2011-06-12,4,346691,86520
3800,2011-06-12,5,346696,86525
3801,2011-06-12,6,346705,86530
3802,2011-06-12,7,346732,86537
3803,2011-06-12,8,346796,86565
3804,2011-06-12,9,346903,86640
3805,2011-06-12,10,347094,86760
3806,2011-06-12,11,347330,86891
3807,2011-06-12,12,347574,87067
3808,2011-06-12,13,347838,87176
3809,2011-06-12,14,348057,87272
3810,2011-06-12,15,348275,87414
3811,2011-06-12,16,348510,87529
3812,2011-06-12,17,348668,87623
3813,2011-06-12,18,348855,87692
3814,2011-06-12,19,349011,87759
3815,2011-06-12,20,349155,87821
3816,2011-06-12,21,349256,87860
3817,2011-06-12,22,349353,87891
3818,2011-06-12,23,349427,87924
3819,2011-06-13,0,349447,87932
3820,2011-06-13,1,349457,87938
3821,2011-06-13,2,349465,87940
3822,2011-06-13,3,349471,87941
3823,2011-06-13,4,349474,87942
3824,2011-06-13,5,349501,87944
3825,2011-06-13,6,349599,87951
3826,2011-06-13,7,349901,87977
3827,2011-06-13,8,350333,88021
3828,2011-06-13,9,350522,88056
3829,2011-06-13,10,350602,88094
3830,2011-06-13,11,350708,88147
3831,2011-06-13,12,350869,88182
3832,2011-06-13,13,351043,88235
3833,2011-06-13,14,351188,88290
3834,2011-06-13,15,351315,88348
3835,2011-06-13,16,351577,88412
3836,2011-06-13,17,352106,88484
3837,2011-06-13,18,352616,88560
3838,2011-06-13,19,352964,88635
3839,2011-06-13,20,353217,88713
3840,2011-06-13,21,353395,88753
3841,2011-06-13,22,353509,88773
3842,2011-06-13,23,353584,88787
3843,2011-06-14,0,353602,88800
3844,2011-06-14,1,353612,88803
3845,2011-06-14,2,353620,88805
3846,2011-06-14,3,353621,88806
3847,2011-06-14,4,353624,88806
3848,2011-06-14,5,353647,88809
3849,2011-06-14,6,353754,88815
3850,2011-06-14,7,354100,88834
3851,2011-06-14,8,354541,88879
3852,2011-06-14,9,354715,88898
3853,2011-06-14,10,354812,88931
3854,2011-06-14,11,354915,88971
3855,2011-06-14,12,355054,89001
3856,2011-06-14,13,355230,89034
3857,2011-06-14,14,355348,89075
3858,2011-06-14,15,355484,89117
3859,2011-06-14,16,355763,89168
3860,2011-06-14,17,356247,89253
3861,2011-06-14,18,356720,89318
3862,2011-06-14,19,357055,89369
3863,2011-06-14,20,357292,89429
3864,2011-06-14,21,357498,89466
3865,2011-06-14,22,357657,89495
3866,2011-06-14,23,357748,89514
3867,2011-06-15,0,357792,89522
3868,2011-06-15,1,357806,89522
3869,2011-06-15,2,357815,89522
3870,2011-06-15,3,357816,89522
3871,2011-06-15,4,357820,89522
3872,2011-06-15,5,357840,89523
3873,2011-06-15,6,357950,89534
3874,2011-06-15,7,358298,89556
3875,2011-06-15,8,358743,89609
3876,2011-06-15,9,358928,89631
3877,2011-06-15,10,359036,89658
3878,2011-06-15,11,359151,89707
3879,2011-06-15,12,359329,89740
3880,2011-06-15,13,359475,89783
3881,2011-06-15,14,359603,89833
3882,2011-06-15,15,359734,89866
3883,2011-06-15,16,359999,89913
3884,2011-06-15,17,360554,89996
3885,2011-06-15,18,361081,90076
3886,2011-06-15,19,361443,90130
3887,2011-06-15,20,361716,90187
3888,2011-06-15,21,361925,90235
3889,2011-06-15,22,362069,90266
3890,2011-06-15,23,362159,90283
3891,2011-06-16,0,362197,90292
3892,2011-06-16,1,362210,90296
3893,2011-06-16,2,362214,90297
3894,2011-06-16,3,362218,90297
3895,2011-06-16,4,362224,90297
3896,2011-06-16,5,362242,90304
3897,2011-06-16,6,362346,90312
3898,2011-06-16,7,362518,90328
3899,2011-06-16,8,362882,90352
3900,2011-06-16,9,363114,90381
3901,2011-06-16,10,363217,90399
3902,2011-06-16,11,363334,90432
3903,2011-06-16,12,363499,90473
3904,2011-06-16,13,363613,90510
3905,2011-06-16,14,363727,90549
3906,2011-06-16,15,363854,90581
3907,2011-06-16,16,364112,90617
3908,2011-06-16,17,364342,90659
3909,2011-06-16,18,364641,90685
3910,2011-06-16,19,364910,90743
3911,2011-06-16,20,365086,90768
3912,2011-06-16,21,365240,90802
3913,2011-06-16,22,365367,90826
3914,2011-06-16,23,365381,90828
3915,2011-06-17,0,365402,90831
3916,2011-06-17,1,365421,90835
3917,2011-06-17,2,365432,90837
3918,2011-06-17,3,365437,90838
3919,2011-06-17,4,365442,90839
3920,2011-06-17,5,365454,90840
3921,2011-06-17,6,365543,90848
3922,2011-06-17,7,365768,90873
3923,2011-06-17,8,366194,90901
3924,2011-06-17,9,366390,90929
3925,2011-06-17,10,366516,90973
3926,2011-06-17,11,366654,91016
3927,2011-06-17,12,366848,91065
3928,2011-06-17,13,367004,91113
3929,2011-06-17,14,367146,91186
3930,2011-06-17,15,367327,91248
3931,2011-06-17,16,367613,91317
3932,2011-06-17,17,368080,91402
3933,2011-06-17,18,368468,91464
3934,2011-06-17,19,368743,91517
3935,2011-06-17,20,368935,91557
3936,2011-06-17,21,369094,91606
3937,2011-06-17,22,369221,91654
3938,2011-06-17,23,369362,91691
3939,2011-06-18,0,369445,91712
3940,2011-06-18,1,369525,91727
3941,2011-06-18,2,369562,91743
3942,2011-06-18,3,369578,91747
3943,2011-06-18,4,369582,91748
3944,2011-06-18,5,369588,91749
3945,2011-06-18,6,369606,91758
3946,2011-06-18,7,369651,91770
3947,2011-06-18,8,369754,91798
3948,2011-06-18,9,369910,91860
3949,2011-06-18,10,370086,91928
3950,2011-06-18,11,370356,92062
3951,2011-06-18,12,370614,92224
3952,2011-06-18,13,370806,92359
3953,2011-06-18,14,371002,92497
3954,2011-06-18,15,371216,92650
3955,2011-06-18,16,371491,92843
3956,2011-06-18,17,371730,93053
3957,2011-06-18,18,371993,93171
3958,2011-06-18,19,372220,93270
3959,2011-06-18,20,372347,93331
3960,2011-06-18,21,372472,93389
3961,2011-06-18,22,372577,93445
3962,2011-06-18,23,372674,93498
3963,2011-06-19,0,372745,93516
3964,2011-06-19,1,372804,93533
3965,2011-06-19,2,372863,93546
3966,2011-06-19,3,372879,93560
3967,2011-06-19,4,372889,93567
3968,2011-06-19,5,372901,93574
3969,2011-06-19,6,372923,93585
3970,2011-06-19,7,372959,93620
3971,2011-06-19,8,373018,93645
3972,2011-06-19,9,373129,93703
3973,2011-06-19,10,373287,93789
3974,2011-06-19,11,373523,93930
3975,2011-06-19,12,373778,94071
3976,2011-06-19,13,373992,94220
3977,2011-06-19,14,374185,94344
3978,2011-06-19,15,374401,94490
3979,2011-06-19,16,374658,94611
3980,2011-06-19,17,374896,94770
3981,2011-06-19,18,375114,94848
3982,2011-06-19,19,375331,94942
3983,2011-06-19,20,375477,95028
3984,2011-06-19,21,375587,95085
3985,2011-06-19,22,375701,95123
3986,2011-06-19,23,375779,95137
3987,2011-06-20,0,375798,95144
3988,2011-06-20,1,375801,95153
3989,2011-06-20,2,375801,95155
3990,2011-06-20,3,375801,95156
3991,2011-06-20,4,375803,95157
3992,2011-06-20,5,375806,95157
3993,2011-06-20,6,375831,95158
3994,2011-06-20,7,375877,95158
3995,2011-06-20,8,376086,95170
3996,2011-06-20,9,376286,95189
3997,2011-06-20,10,376344,95222
3998,2011-06-20,11,376411,95249
3999,2011-06-20,12,376540,95282
4000,2011-06-20,13,376669,95332
4001,2011-06-20,14,376799,95377
4002,2011-06-20,15,376938,95443
4003,2011-06-20,16,377176,95504
4004,2011-06-20,17,377660,95585
4005,2011-06-20,18,378134,95649
4006,2011-06-20,19,378503,95711
4007,2011-06-20,20,378767,95763
4008,2011-06-20,21,378934,95802
4009,2011-06-20,22,379040,95826
4010,2011-06-20,23,379090,95836
4011,2011-06-21,0,379113,95846
4012,2011-06-21,1,379125,95848
4013,2011-06-21,2,379130,95849
4014,2011-06-21,3,379132,95849
4015,2011-06-21,4,379139,95851
4016,2011-06-21,5,379161,95854
4017,2011-06-21,6,379268,95862
4018,2011-06-21,7,379556,95883
4019,2011-06-21,8,379924,95916
4020,2011-06-21,9,380167,95948
4021,2011-06-21,10,380287,95989
4022,2011-06-21,11,380406,96041
4023,2011-06-21,12,380555,96081
4024,2011-06-21,13,380713,96130
4025,2011-06-21,14,380821,96174
4026,2011-06-21,15,380949,96216
4027,2011-06-21,16,381222,96278
4028,2011-06-21,17,381729,96343
4029,2011-06-21,18,382198,96410
4030,2011-06-21,19,382556,96477
4031,2011-06-21,20,382810,96549
4032,2011-06-21,21,383001,96587
4033,2011-06-21,22,383098,96599
4034,2011-06-21,23,383151,96610
4035,2011-06-22,0,383169,96625
4036,2011-06-22,1,383188,96627
4037,2011-06-22,2,383193,96629
4038,2011-06-22,3,383200,96629
4039,2011-06-22,4,383208,96632
4040,2011-06-22,5,383229,96634
4041,2011-06-22,6,383339,96646
4042,2011-06-22,7,383627,96669
4043,2011-06-22,8,384023,96696
4044,2011-06-22,9,384228,96710
4045,2011-06-22,10,384332,96741
4046,2011-06-22,11,384440,96778
4047,2011-06-22,12,384584,96822
4048,2011-06-22,13,384697,96856
4049,2011-06-22,14,384810,96888
4050,2011-06-22,15,384924,96920
4051,2011-06-22,16,385148,96954
4052,2011-06-22,17,385610,97021
4053,2011-06-22,18,386057,97087
4054,2011-06-22,19,386337,97149
4055,2011-06-22,20,386567,97201
4056,2011-06-22,21,386783,97232
4057,2011-06-22,22,386906,97257
4058,2011-06-22,23,386997,97271
4059,2011-06-23,0,387041,97276
4060,2011-06-23,1,387067,97281
4061,2011-06-23,2,387071,97281
4062,2011-06-23,3,387075,97282
4063,2011-06-23,4,387082,97282
4064,2011-06-23,5,387104,97284
4065,2011-06-23,6,387196,97292
4066,2011-06-23,7,387497,97318
4067,2011-06-23,8,387909,97338
4068,2011-06-23,9,388103,97371
4069,2011-06-23,10,388191,97410
4070,2011-06-23,11,388299,97438
4071,2011-06-23,12,388429,97468
4072,2011-06-23,13,388578,97505
4073,2011-06-23,14,388681,97551
4074,2011-06-23,15,388808,97613
4075,2011-06-23,16,389025,97671
4076,2011-06-23,17,389520,97745
4077,2011-06-23,18,390003,97802
4078,2011-06-23,19,390347,97858
4079,2011-06-23,20,390624,97933
4080,2011-06-23,21,390812,97979
4081,2011-06-23,22,390951,98002
4082,2011-06-23,23,391041,98017
4083,2011-06-24,0,391094,98027
4084,2011-06-24,1,391114,98035
4085,2011-06-24,2,391124,98039
4086,2011-06-24,3,391128,98040
4087,2011-06-24,4,391136,98041
4088,2011-06-24,5,391154,98043
4089,2011-06-24,6,391241,98047
4090,2011-06-24,7,391488,98068
4091,2011-06-24,8,391927,98095
4092,2011-06-24,9,392130,98123
4093,2011-06-24,10,392232,98166
4094,2011-06-24,11,392379,98222
4095,2011-06-24,12,392529,98273
4096,2011-06-24,13,392707,98316
4097,2011-06-24,14,392869,98383
4098,2011-06-24,15,393016,98452
4099,2011-06-24,16,393263,98532
4100,2011-06-24,17,393735,98617
4101,2011-06-24,18,394100,98704
4102,2011-06-24,19,394393,98796
4103,2011-06-24,20,394615,98862
4104,2011-06-24,21,394798,98912
4105,2011-06-24,22,394924,98953
4106,2011-06-24,23,395063,98986
4107,2011-06-25,0,395160,99005
4108,2011-06-25,1,395235,99025
4109,2011-06-25,2,395286,99033
4110,2011-06-25,3,395307,99051
4111,2011-06-25,4,395311,99058
4112,2011-06-25,5,395319,99064
4113,2011-06-25,6,395336,99076
4114,2011-06-25,7,395371,99083
4115,2011-06-25,8,395456,99110
4116,2011-06-25,9,395595,99157
4117,2011-06-25,10,395798,99256
4118,2011-06-25,11,396007,99378
4119,2011-06-25,12,396259,99518
4120,2011-06-25,13,396490,99658
4121,2011-06-25,14,396722,99809
4122,2011-06-25,15,396957,99966
4123,2011-06-25,16,397192,100141
4124,2011-06-25,17,397439,100293
4125,2011-06-25,18,397638,100401
4126,2011-06-25,19,397892,100522
4127,2011-06-25,20,398087,100596
4128,2011-06-25,21,398227,100658
4129,2011-06-25,22,398353,100719
4130,2011-06-25,23,398483,100768
4131,2011-06-26,0,398568,100798
4132,2011-06-26,1,398641,100815
4133,2011-06-26,2,398711,100832
4134,2011-06-26,3,398733,100844
4135,2011-06-26,4,398741,100847
4136,2011-06-26,5,398750,100850
4137,2011-06-26,6,398763,100857
4138,2011-06-26,7,398790,100881
4139,2011-06-26,8,398868,100910
4140,2011-06-26,9,398999,100985
4141,2011-06-26,10,399195,101121
4142,2011-06-26,11,399414,101248
4143,2011-06-26,12,399682,101423
4144,2011-06-26,13,399927,101620
4145,2011-06-26,14,400173,101817
4146,2011-06-26,15,400402,101991
4147,2011-06-26,16,400680,102168
4148,2011-06-26,17,400923,102346
4149,2011-06-26,18,401188,102463
4150,2011-06-26,19,401416,102552
4151,2011-06-26,20,401574,102607
4152,2011-06-26,21,401709,102655
4153,2011-06-26,22,401804,102674
4154,2011-06-26,23,401868,102688
4155,2011-06-27,0,401893,102695
4156,2011-06-27,1,401904,102699
4157,2011-06-27,2,401907,102702
4158,2011-06-27,3,401909,102702
4159,2011-06-27,4,401917,102703
4160,2011-06-27,5,401938,102704
4161,2011-06-27,6,402028,102708
4162,2011-06-27,7,402275,102722
4163,2011-06-27,8,402693,102751
4164,2011-06-27,9,402843,102788
4165,2011-06-27,10,402938,102843
4166,2011-06-27,11,403033,102898
4167,2011-06-27,12,403163,102938
4168,2011-06-27,13,403290,102975
4169,2011-06-27,14,403390,103033
4170,2011-06-27,15,403516,103109
4171,2011-06-27,16,403738,103162
4172,2011-06-27,17,404252,103252
4173,2011-06-27,18,404764,103331
4174,2011-06-27,19,405104,103387
4175,2011-06-27,20,405355,103441
4176,2011-06-27,21,405545,103493
4177,2011-06-27,22,405657,103526
4178,2011-06-27,23,405722,103542
4179,2011-06-28,0,405747,103547
4180,2011-06-28,1,405755,103552
4181,2011-06-28,2,405764,103554
4182,2011-06-28,3,405766,103554
4183,2011-06-28,4,405773,103555
4184,2011-06-28,5,405793,103556
4185,2011-06-28,6,405910,103563
4186,2011-06-28,7,406230,103590
4187,2011-06-28,8,406647,103629
4188,2011-06-28,9,406855,103667
4189,2011-06-28,10,406967,103712
4190,2011-06-28,11,407085,103761
4191,2011-06-28,12,407246,103802
4192,2011-06-28,13,407402,103835
4193,2011-06-28,14,407519,103878
4194,2011-06-28,15,407646,103917
4195,2011-06-28,16,407866,103958
4196,2011-06-28,17,408375,104028
4197,2011-06-28,18,408811,104096
4198,2011-06-28,19,409066,104140
4199,2011-06-28,20,409312,104190
4200,2011-06-28,21,409476,104221
4201,2011-06-28,22,409580,104251
4202,2011-06-28,23,409638,104274
4203,2011-06-29,0,409663,104285
4204,2011-06-29,1,409681,104295
4205,2011-06-29,2,409690,104302
4206,2011-06-29,3,409693,104304
4207,2011-06-29,4,409698,104304
4208,2011-06-29,5,409717,104307
4209,2011-06-29,6,409821,104319
4210,2011-06-29,7,410139,104337
4211,2011-06-29,8,410638,104378
4212,2011-06-29,9,410827,104410
4213,2011-06-29,10,410922,104441
4214,2011-06-29,11,411039,104494
4215,2011-06-29,12,411227,104549
4216,2011-06-29,13,411413,104594
4217,2011-06-29,14,411551,104644
4218,2011-06-29,15,411697,104687
4219,2011-06-29,16,411965,104747
4220,2011-06-29,17,412457,104825
4221,2011-06-29,18,412967,104903
4222,2011-06-29,19,413308,104963
4223,2011-06-29,20,413572,105032
4224,2011-06-29,21,413767,105058
4225,2011-06-29,22,413918,105090
4226,2011-06-29,23,414015,105122
4227,2011-06-30,0,414054,105137
4228,2011-06-30,1,414073,105150
4229,2011-06-30,2,414079,105152
4230,2011-06-30,3,414086,105154
4231,2011-06-30,4,414090,105156
4232,2011-06-30,5,414114,105157
4233,2011-06-30,6,414233,105161
4234,2011-06-30,7,414524,105190
4235,2011-06-30,8,415035,105234
4236,2011-06-30,9,415262,105267
4237,2011-06-30,10,415359,105302
4238,2011-06-30,11,415481,105349
4239,2011-06-30,12,415664,105399
4240,2011-06-30,13,415826,105469
4241,2011-06-30,14,415943,105515
4242,2011-06-30,15,416119,105579
4243,2011-06-30,16,416379,105642
4244,2011-06-30,17,416875,105740
4245,2011-06-30,18,417347,105854
4246,2011-06-30,19,417713,105943
4247,2011-06-30,20,417998,105998
4248,2011-06-30,21,418240,106079
4249,2011-06-30,22,418404,106122
4250,2011-06-30,23,418503,106149
4251,2011-07-01,0,418551,106169
4252,2011-07-01,1,418567,106184
4253,2011-07-01,2,418574,106190
4254,2011-07-01,3,418580,106195
4255,2011-07-01,4,418585,106196
4256,2011-07-01,5,418612,106199
4257,2011-07-01,6,418709,106210
4258,2011-07-01,7,418927,106235
4259,2011-07-01,8,419380,106274
4260,2011-07-01,9,419582,106332
4261,2011-07-01,10,419691,106393
4262,2011-07-01,11,419837,106461
4263,2011-07-01,12,420017,106544
4264,2011-07-01,13,420226,106627
4265,2011-07-01,14,420451,106705
4266,2011-07-01,15,420750,106787
4267,2011-07-01,16,421092,106872
4268,2011-07-01,17,421454,106971
4269,2011-07-01,18,421778,107069
4270,2011-07-01,19,422016,107149
4271,2011-07-01,20,422201,107233
4272,2011-07-01,21,422350,107302
4273,2011-07-01,22,422523,107351
4274,2011-07-01,23,422619,107395
4275,2011-07-02,0,422703,107426
4276,2011-07-02,1,422761,107446
4277,2011-07-02,2,422804,107455
4278,2011-07-02,3,422825,107460
4279,2011-07-02,4,422833,107463
4280,2011-07-02,5,422846,107464
4281,2011-07-02,6,422867,107475
4282,2011-07-02,7,422902,107485
4283,2011-07-02,8,422996,107523
4284,2011-07-02,9,423120,107578
4285,2011-07-02,10,423288,107681
4286,2011-07-02,11,423501,107825
4287,2011-07-02,12,423733,107967
4288,2011-07-02,13,423959,108145
4289,2011-07-02,14,424174,108322
4290,2011-07-02,15,424337,108490
4291,2011-07-02,16,424529,108696
4292,2011-07-02,17,424699,108875
4293,2011-07-02,18,424889,109068
4294,2011-07-02,19,425038,109224
4295,2011-07-02,20,425186,109360
4296,2011-07-02,21,425323,109455
4297,2011-07-02,22,425446,109533
4298,2011-07-02,23,425534,109599
4299,2011-07-03,0,425631,109646
4300,2011-07-03,1,425686,109669
4301,2011-07-03,2,425736,109688
4302,2011-07-03,3,425761,109696
4303,2011-07-03,4,425763,109699
4304,2011-07-03,5,425764,109699
4305,2011-07-03,6,425767,109699
4306,2011-07-03,7,425789,109702
4307,2011-07-03,8,425842,109741
4308,2011-07-03,9,425941,109823
4309,2011-07-03,10,426074,109954
4310,2011-07-03,11,426249,110169
4311,2011-07-03,12,426455,110367
4312,2011-07-03,13,426628,110615
4313,2011-07-03,14,426778,110840
4314,2011-07-03,15,426960,111034
4315,2011-07-03,16,427179,111229
4316,2011-07-03,17,427356,111410
4317,2011-07-03,18,427463,111484
4318,2011-07-03,19,427546,111584
4319,2011-07-03,20,427639,111667
4320,2011-07-03,21,427731,111742
4321,2011-07-03,22,427824,111811
4322,2011-07-03,23,427901,111881
4323,2011-07-04,0,427978,111944
4324,2011-07-04,1,428054,111987
4325,2011-07-04,2,428084,112020
4326,2011-07-04,3,428097,112033
4327,2011-07-04,4,428101,112041
4328,2011-07-04,5,428104,112042
4329,2011-07-04,6,428115,112047
4330,2011-07-04,7,428134,112064
