,weathersit,temp,atemp,hum,windspeed
1639,1,0.32,0.303,0.57,0.2985
1640,1,0.3,0.2879,0.56,0.2537
1641,1,0.3,0.2727,0.56,0.3284
1642,1,0.26,0.2576,0.65,0.2239
1643,1,0.26,0.2727,0.65,0.1045
1644,1,0.26,0.2879,0.65,0.0896
1645,1,0.26,0.2879,0.65,0.0896
1646,1,0.26,0.2727,0.65,0.1343
1647,1,0.24,0.2424,0.7,0.1343
1648,1,0.26,0.2727,0.65,0.1343
1649,2,0.28,0.3182,0.61,0.0
1650,2,0.3,0.303,0.56,0.1343
1651,1,0.32,0.303,0.53,0.3284
1652,1,0.34,0.3182,0.42,0.2537
1653,1,0.36,0.3333,0.4,0.2537
1654,1,0.38,0.3939,0.37,0.0
1655,1,0.38,0.3939,0.36,0.3284
1656,2,0.38,0.3939,0.34,0.0
1657,1,0.38,0.3939,0.37,0.1642
1658,1,0.4,0.4091,0.35,0.1045
1659,1,0.38,0.3939,0.4,0.194
1660,1,0.36,0.3636,0.4,0.1045
1661,1,0.36,0.3485,0.43,0.1343
1662,1,0.34,0.3182,0.46,0.2239
1663,1,0.34,0.3333,0.46,0.1343
1664,1,0.32,0.3333,0.49,0.1045
1665,1,0.32,0.3485,0.53,0.0
1666,1,0.32,0.3485,0.53,0.0
1667,1,0.3,0.303,0.62,0.0896
1668,1,0.3,0.303,0.62,0.0896
1669,1,0.24,0.2576,0.75,0.0896
1670,1,0.24,0.2273,0.75,0.194
1671,1,0.22,0.2273,0.8,0.194
1672,1,0.24,0.2424,0.75,0.1642
1673,1,0.26,0.2879,0.7,0.0896
1674,2,0.3,0.3333,0.7,0.0
1675,2,0.32,0.3182,0.66,0.194
1676,2,0.34,0.3182,0.57,0.2239
1677,2,0.36,0.3485,0.5,0.2239
1678,2,0.36,0.3333,0.57,0.2836
1679,2,0.38,0.3939,0.46,0.2985
1680,2,0.38,0.3939,0.43,0.2836
1681,2,0.38,0.3939,0.46,0.3284
1682,2,0.36,0.3485,0.62,0.194
1683,2,0.36,0.3333,0.62,0.2985
1684,2,0.34,0.3182,0.71,0.2836
1685,2,0.34,0.3182,0.71,0.2836
1686,3,0.32,0.3333,0.81,0.1045
1687,2,0.32,0.3182,0.87,0.1642
1688,2,0.32,0.3182,0.87,0.1642
1689,3,0.3,0.2879,0.93,0.2537
1690,3,0.3,0.2727,1.0,0.2985
1691,2,0.28,0.2727,1.0,0.2239
1692,2,0.3,0.303,0.93,0.1642
1693,2,0.3,0.3182,0.93,0.1045
1694,2,0.3,0.3182,0.93,0.1045
1695,2,0.3,0.2879,0.93,0.194
1696,2,0.32,0.3182,0.93,0.0
1697,2,0.32,0.3333,0.93,0.1343
1698,2,0.36,0.3485,0.81,0.1642
1699,2,0.36,0.3485,0.81,0.1343
1700,2,0.4,0.4091,0.71,0.1045
1701,2,0.4,0.4091,0.76,0.1343
1702,2,0.4,0.4091,0.76,0.2239
1703,2,0.4,0.4091,0.76,0.2537
1704,2,0.4,0.4091,0.76,0.1642
1705,2,0.44,0.4394,0.54,0.2985
1706,2,0.44,0.4394,0.54,0.2239
1707,2,0.44,0.4394,0.51,0.3284
1708,2,0.42,0.4242,0.54,0.2985
1709,2,0.42,0.4242,0.58,0.2836
1710,2,0.4,0.4091,0.62,0.3881
1711,1,0.4,0.4091,0.65,0.194
1712,1,0.38,0.3939,0.66,0.2537
1713,1,0.36,0.3485,0.71,0.2239
1714,1,0.34,0.303,0.71,0.2985
1715,1,0.34,0.3333,0.66,0.1642
1716,1,0.34,0.3333,0.71,0.194
1717,1,0.32,0.3333,0.76,0.1045
1718,1,0.32,0.3182,0.76,0.194
1719,1,0.32,0.3333,0.76,0.1343
1720,1,0.36,0.3485,0.66,0.1343
1721,1,0.4,0.4091,0.62,0.2537
1722,1,0.44,0.4394,0.54,0.3284
1723,1,0.44,0.4394,0.54,0.2836
1724,1,0.5,0.4848,0.45,0.2239
1725,2,0.52,0.5,0.42,0.0896
1726,1,0.5,0.4848,0.45,0.1045
1727,1,0.52,0.5,0.42,0.2537
1728,1,0.5,0.4848,0.48,0.2836
1729,1,0.5,0.4848,0.42,0.194
1730,2,0.46,0.4545,0.59,0.1642
1731,1,0.44,0.4394,0.58,0.194
1732,1,0.42,0.4242,0.67,0.2239
1733,1,0.42,0.4242,0.62,0.2239
1734,1,0.4,0.4091,0.66,0.2239
1735,1,0.42,0.4242,0.62,0.2836
1736,1,0.42,0.4242,0.58,0.2836
1737,1,0.4,0.4091,0.62,0.2537
1738,1,0.4,0.4091,0.62,0.194
1739,1,0.36,0.3485,0.71,0.194
1740,1,0.38,0.3939,0.66,0.1642
1741,1,0.4,0.4091,0.66,0.194
1742,1,0.4,0.4091,0.66,0.194
1743,1,0.42,0.4242,0.67,0.2537
1744,1,0.46,0.4545,0.63,0.2239
1745,1,0.52,0.5,0.53,0.2836
1746,1,0.54,0.5152,0.52,0.2836
1747,2,0.56,0.5303,0.49,0.3582
1748,1,0.64,0.6212,0.41,0.2836
1749,1,0.66,0.6212,0.39,0.2537
1750,2,0.68,0.6364,0.39,0.3582
1751,1,0.68,0.6364,0.39,0.2836
1752,1,0.7,0.6364,0.37,0.3284
1753,1,0.68,0.6364,0.39,0.1642
1754,1,0.66,0.6212,0.44,0.1343
1755,1,0.62,0.6212,0.46,0.1343
1756,1,0.62,0.6212,0.46,0.1045
1757,1,0.62,0.6212,0.5,0.1642
1758,2,0.6,0.6212,0.53,0.2239
1759,2,0.6,0.6212,0.53,0.2537
1760,2,0.58,0.5455,0.46,0.3582
1761,2,0.56,0.5303,0.43,0.2239
1762,2,0.54,0.5152,0.39,0.3284
1763,1,0.52,0.5,0.34,0.4179
1764,1,0.52,0.5,0.34,0.4179
1765,1,0.44,0.4394,0.44,0.4179
1766,1,0.4,0.4091,0.5,0.3284
1767,1,0.42,0.4242,0.47,0.4925
1768,1,0.42,0.4242,0.44,0.4627
1769,1,0.44,0.4394,0.38,0.4179
1770,1,0.46,0.4545,0.36,0.4478
1771,1,0.46,0.4545,0.33,0.4179
1772,1,0.5,0.4848,0.34,0.4627
1773,1,0.5,0.4848,0.31,0.4925
1774,1,0.5,0.4848,0.29,0.4179
1775,1,0.5,0.4848,0.31,0.3881
1776,1,0.48,0.4697,0.31,0.3284
1777,1,0.46,0.4545,0.31,0.3284
1778,1,0.44,0.4394,0.33,0.2836
1779,1,0.42,0.4242,0.35,0.2239
1780,1,0.4,0.4091,0.37,0.2985
1781,1,0.4,0.4091,0.37,0.3284
1782,1,0.38,0.3939,0.4,0.2985
1783,1,0.34,0.303,0.49,0.4179
1784,1,0.32,0.2879,0.53,0.3582
1785,1,0.3,0.2879,0.52,0.2836
1786,1,0.28,0.2727,0.56,0.2537
1787,1,0.26,0.2576,0.56,0.2239
1788,1,0.26,0.2576,0.6,0.194
1789,1,0.26,0.2576,0.6,0.2239
1790,1,0.24,0.2273,0.6,0.2239
1791,1,0.28,0.2727,0.56,0.1642
1792,1,0.3,0.303,0.52,0.1343
1793,2,0.32,0.3485,0.45,0.0
1794,1,0.34,0.3485,0.39,0.1045
1795,1,0.36,0.3636,0.4,0.1045
1796,1,0.38,0.3939,0.34,0.0
1797,1,0.4,0.4091,0.3,0.0
1798,1,0.4,0.4091,0.32,0.0896
1799,1,0.42,0.4242,0.32,0.0
1800,1,0.4,0.4091,0.35,0.2836
1801,1,0.38,0.3939,0.4,0.3582
1802,1,0.36,0.3333,0.43,0.2836
1803,1,0.36,0.3333,0.46,0.2836
1804,2,0.34,0.3182,0.53,0.2836
1805,2,0.34,0.303,0.53,0.3284
1806,3,0.34,0.303,0.61,0.3881
1807,3,0.34,0.303,0.66,0.3881
1808,2,0.34,0.303,0.71,0.3881
1809,2,0.34,0.303,0.71,0.3284
1810,2,0.34,0.303,0.71,0.3284
1811,1,0.32,0.303,0.81,0.2985
1812,3,0.32,0.303,0.76,0.2537
1813,3,0.3,0.2727,0.87,0.4179
1814,2,0.3,0.2727,0.87,0.4179
1815,2,0.34,0.303,0.81,0.3284
1816,2,0.38,0.3939,0.76,0.3881
1817,2,0.42,0.4242,0.71,0.2985
1818,2,0.44,0.4394,0.77,0.2537
1819,2,0.5,0.4848,0.63,0.2239
1820,2,0.54,0.5152,0.64,0.2239
1821,2,0.56,0.5303,0.6,0.2239
1822,2,0.54,0.5152,0.64,0.2836
1823,2,0.54,0.5152,0.64,0.2537
1824,2,0.52,0.5,0.72,0.2239
1825,1,0.58,0.5455,0.6,0.4179
1826,1,0.56,0.5303,0.64,0.194
1827,1,0.46,0.4545,0.94,0.194
1828,1,0.46,0.4545,0.88,0.2239
1829,1,0.46,0.4545,0.88,0.0896
1830,1,0.46,0.4545,0.88,0.194
1831,1,0.42,0.4242,1.0,0.1343
1832,1,0.44,0.4394,0.94,0.0896
1833,1,0.44,0.4394,0.82,0.2239
1834,2,0.42,0.4242,0.82,0.1642
1835,2,0.4,0.4091,0.87,0.1343
1836,1,0.4,0.4091,0.87,0.2537
1837,2,0.4,0.4091,0.76,0.1045
1838,2,0.4,0.4091,0.58,0.2985
1839,2,0.4,0.4091,0.58,0.4627
1840,2,0.44,0.4394,0.54,0.2985
1841,1,0.44,0.4394,0.51,0.3284
1842,1,0.46,0.4545,0.47,0.2537
1843,1,0.5,0.4848,0.45,0.2239
1844,1,0.5,0.4848,0.42,0.3284
1845,1,0.5,0.4848,0.42,0.2239
1846,1,0.5,0.4848,0.42,0.1045
1847,1,0.5,0.4848,0.42,0.1045
1848,1,0.48,0.4697,0.44,0.0896
1849,2,0.44,0.4394,0.54,0.2537
1850,2,0.44,0.4394,0.54,0.3582
1851,2,0.42,0.4242,0.54,0.2836
1852,2,0.4,0.4091,0.58,0.2537
1853,2,0.4,0.4091,0.58,0.2537
1854,3,0.36,0.3485,0.71,0.2239
1855,3,0.34,0.3182,0.76,0.2239
1856,3,0.34,0.3182,0.76,0.2239
1857,2,0.34,0.3182,0.76,0.2537
1858,3,0.32,0.3182,0.87,0.194
1859,2,0.34,0.3182,0.87,0.2537
1860,2,0.32,0.303,0.93,0.2239
1861,2,0.32,0.3182,0.87,0.194
1862,2,0.32,0.303,0.81,0.2537
1863,2,0.34,0.3182,0.81,0.2836
1864,2,0.34,0.3333,0.87,0.194
1865,2,0.34,0.3182,0.87,0.2239
1866,3,0.34,0.3333,0.87,0.1343
1867,2,0.36,0.3636,0.87,0.1045
1868,2,0.38,0.3939,0.82,0.2239
1869,2,0.4,0.4091,0.76,0.2239
1870,2,0.4,0.4091,0.76,0.2239
1871,3,0.38,0.3939,0.82,0.2537
1872,3,0.38,0.3939,0.82,0.2537
1873,3,0.36,0.303,0.87,0.6418
1874,3,0.32,0.2879,1.0,0.4179
1875,2,0.32,0.3182,0.93,0.1642
1876,3,0.32,0.3333,0.9,0.0
1877,2,0.32,0.303,0.93,0.2239
1878,2,0.3,0.2879,1.0,0.2239
1879,2,0.3,0.2879,1.0,0.2537
1880,2,0.28,0.2727,1.0,0.194
1881,2,0.28,0.2727,1.0,0.194
1882,2,0.28,0.2727,0.93,0.2239
1883,2,0.28,0.2727,0.93,0.2239
1884,3,0.26,0.2576,1.0,0.2239
1885,3,0.26,0.2273,1.0,0.2985
1886,2,0.26,0.2576,0.93,0.2239
1887,2,0.26,0.2273,0.93,0.3284
1888,2,0.3,0.2727,0.81,0.2985
1889,2,0.3,0.2727,0.7,0.3284
1890,2,0.32,0.303,0.7,0.2239
1891,2,0.3,0.303,0.7,0.1343
1892,2,0.3,0.2879,0.7,0.2537
1893,2,0.3,0.2879,0.65,0.2239
1894,2,0.3,0.2879,0.7,0.2239
1895,2,0.3,0.2727,0.61,0.2985
1896,1,0.3,0.2727,0.56,0.3881
1897,1,0.28,0.2576,0.61,0.2836
1898,1,0.26,0.2576,0.65,0.2239
1899,1,0.26,0.2576,0.65,0.1642
1900,1,0.24,0.2273,0.65,0.194
1901,1,0.24,0.2273,0.6,0.194
1902,1,0.2,0.2121,0.69,0.1642
1903,1,0.2,0.197,0.69,0.2239
1904,1,0.2,0.2273,0.69,0.1045
1905,1,0.18,0.2121,0.74,0.1045
1906,1,0.18,0.197,0.74,0.1642
1907,1,0.18,0.1818,0.74,0.2239
1908,1,0.2,0.1818,0.59,0.3582
1909,1,0.22,0.2121,0.51,0.2836
1910,1,0.24,0.2121,0.48,0.2985
1911,1,0.26,0.2576,0.48,0.0
1912,1,0.3,0.2879,0.45,0.2836
1913,1,0.32,0.303,0.42,0.2537
1914,1,0.32,0.3182,0.39,0.194
1915,1,0.36,0.3333,0.32,0.3284
1916,2,0.34,0.3182,0.36,0.2537
1917,2,0.34,0.303,0.34,0.2985
1918,2,0.32,0.2879,0.36,0.3582
1919,1,0.3,0.2879,0.39,0.2537
1920,2,0.3,0.2879,0.36,0.2836
1921,2,0.3,0.303,0.39,0.1343
1922,2,0.3,0.303,0.39,0.1642
1923,2,0.28,0.2576,0.38,0.3284
1924,2,0.26,0.2424,0.38,0.2836
1925,2,0.26,0.2424,0.38,0.2836
1926,1,0.26,0.2273,0.38,0.2985
1927,1,0.22,0.2121,0.44,0.2239
1928,1,0.2,0.197,0.47,0.194
1929,1,0.22,0.2121,0.44,0.2239
1930,1,0.2,0.197,0.51,0.194
1931,1,0.18,0.1818,0.55,0.194
1932,1,0.2,0.197,0.51,0.194
1933,1,0.22,0.2273,0.44,0.1343
1934,1,0.24,0.2424,0.41,0.1343
1935,1,0.26,0.2576,0.41,0.1642
1936,1,0.28,0.2727,0.38,0.1642
1937,1,0.3,0.2879,0.36,0.194
1938,1,0.32,0.303,0.33,0.2239
1939,1,0.34,0.3182,0.29,0.2239
1940,1,0.34,0.3333,0.29,0.194
1941,1,0.34,0.3333,0.23,0.194
1942,1,0.32,0.303,0.24,0.2239
1943,2,0.32,0.3182,0.21,0.1642
1944,2,0.28,0.2727,0.45,0.2537
1945,2,0.28,0.2727,0.45,0.2537
1946,2,0.26,0.2576,0.44,0.194
1947,2,0.28,0.2727,0.41,0.2239
1948,2,0.26,0.2424,0.44,0.2836
1949,2,0.26,0.2576,0.41,0.1642
1950,2,0.24,0.2273,0.52,0.194
1951,3,0.22,0.2273,0.55,0.194
1952,3,0.2,0.197,0.69,0.2239
1953,3,0.18,0.197,0.74,0.1642
1954,3,0.16,0.1818,0.86,0.1343
1955,3,0.16,0.1667,0.86,0.1642
1956,1,0.2,0.197,0.69,0.2239
1957,1,0.22,0.2273,0.55,0.1343
1958,2,0.22,0.2121,0.55,0.2239
1959,2,0.24,0.2424,0.48,0.1642
1960,2,0.26,0.2576,0.44,0.2239
1961,1,0.3,0.2879,0.39,0.2239
1962,1,0.32,0.3182,0.36,0.1642
1963,1,0.32,0.303,0.36,0.2836
1964,1,0.34,0.3333,0.34,0.0
1965,1,0.32,0.303,0.31,0.2537
1966,1,0.3,0.2879,0.33,0.194
1967,1,0.3,0.2879,0.31,0.2239
1968,1,0.28,0.2727,0.36,0.1642
1969,1,0.26,0.2576,0.41,0.1642
1970,1,0.26,0.2576,0.41,0.1642
1971,1,0.26,0.2576,0.44,0.194
1972,1,0.22,0.2273,0.55,0.194
1973,1,0.22,0.2273,0.44,0.194
1974,1,0.22,0.2273,0.44,0.1642
1975,1,0.22,0.2273,0.44,0.1642
1976,1,0.18,0.1818,0.43,0.194
1977,1,0.18,0.1667,0.34,0.2836
1978,1,0.2,0.1818,0.32,0.3284
1979,1,0.2,0.197,0.34,0.2239
1980,2,0.22,0.2121,0.32,0.2239
1981,1,0.24,0.2273,0.3,0.194
1982,2,0.26,0.2424,0.3,0.2836
1983,2,0.26,0.2727,0.25,0.0
1984,2,0.3,0.2879,0.24,0.2239
1985,1,0.32,0.303,0.22,0.2239
1986,1,0.32,0.303,0.24,0.2836
1987,1,0.34,0.3182,0.23,0.2239
1988,1,0.34,0.303,0.23,0.2985
1989,1,0.32,0.303,0.21,0.2836
1990,1,0.3,0.303,0.22,0.1343
1991,1,0.32,0.3333,0.22,0.1045
1992,1,0.32,0.3333,0.21,0.1343
1993,1,0.3,0.2879,0.22,0.2239
1994,1,0.28,0.2576,0.24,0.2985
1995,1,0.26,0.2273,0.28,0.3284
1996,1,0.24,0.2121,0.32,0.2985
1997,1,0.24,0.2121,0.32,0.2985
1998,1,0.24,0.2121,0.32,0.2985
1999,1,0.2,0.2121,0.44,0.1642
2000,1,0.22,0.2121,0.37,0.2537
2001,1,0.22,0.2121,0.41,0.2985
2002,1,0.22,0.197,0.41,0.3582
2003,1,0.24,0.2121,0.35,0.3582
2004,1,0.28,0.2576,0.28,0.3881
2005,1,0.3,0.2727,0.24,0.2985
2006,2,0.34,0.303,0.25,0.3881
2007,1,0.34,0.3333,0.25,0.1642
2008,1,0.34,0.303,0.25,0.2985
2009,1,0.36,0.3333,0.25,0.2537
2010,1,0.38,0.3939,0.25,0.2239
2011,1,0.38,0.3939,0.22,0.1642
2012,1,0.4,0.4091,0.2,0.1343
2013,1,0.36,0.3636,0.21,0.0896
2014,1,0.34,0.3333,0.23,0.194
2015,1,0.36,0.3636,0.21,0.0896
2016,1,0.34,0.3636,0.42,0.0
2017,1,0.34,0.3636,0.49,0.0
2018,2,0.32,0.3333,0.57,0.1045
2019,2,0.32,0.3485,0.57,0.0
2020,1,0.32,0.3485,0.39,0.0
2021,2,0.32,0.3485,0.57,0.0
2022,2,0.32,0.3485,0.49,0.0
2023,2,0.32,0.3485,0.57,0.0
2024,2,0.3,0.2879,0.56,0.194
2025,2,0.3,0.303,0.49,0.1343
2026,2,0.32,0.3333,0.45,0.1045
2027,2,0.32,0.3182,0.49,0.1642
2028,2,0.32,0.303,0.45,0.2239
2029,2,0.34,0.3182,0.46,0.2239
2030,2,0.34,0.3182,0.46,0.2537
2031,2,0.34,0.3333,0.46,0.1642
2032,2,0.36,0.3485,0.46,0.2239
2033,2,0.36,0.3333,0.46,0.2985
2034,3,0.28,0.2576,0.81,0.2985
2035,3,0.28,0.2727,0.87,0.2537
2036,3,0.26,0.2727,0.93,0.1045
2037,2,0.26,0.2576,0.93,0.2239
2038,2,0.26,0.2576,0.93,0.2239
2039,3,0.24,0.2121,0.93,0.2985
2040,2,0.24,0.2273,0.93,0.2537
2041,3,0.24,0.2273,0.93,0.2239
2042,3,0.24,0.2121,0.93,0.2836
2043,3,0.24,0.2273,0.93,0.2239
2044,3,0.24,0.2273,0.93,0.194
2045,3,0.24,0.2273,0.93,0.194
2046,3,0.24,0.2273,0.93,0.2239
2047,3,0.24,0.2273,0.93,0.2537
2048,3,0.24,0.2273,0.93,0.2239
2049,3,0.24,0.2121,0.93,0.2985
2050,3,0.24,0.2273,0.93,0.2537
2051,2,0.24,0.2273,1.0,0.2537
2052,3,0.26,0.2424,0.93,0.2537
2053,3,0.26,0.2424,0.93,0.2537
2054,3,0.28,0.2727,0.93,0.194
2055,3,0.28,0.2727,0.93,0.194
2056,3,0.3,0.303,0.87,0.1343
2057,3,0.3,0.303,0.87,0.1343
2058,3,0.3,0.2727,0.87,0.2985
2059,2,0.3,0.2879,0.87,0.2537
2060,2,0.3,0.2879,0.87,0.2537
2061,2,0.3,0.303,0.87,0.1343
2062,2,0.3,0.303,0.87,0.1343
2063,3,0.28,0.2576,0.93,0.2836
2064,2,0.28,0.2727,0.93,0.1642
2065,3,0.28,0.2727,0.93,0.2537
2066,3,0.26,0.2576,1.0,0.1642
2067,3,0.26,0.2576,1.0,0.1642
2068,3,0.26,0.2576,1.0,0.1642
2069,3,0.26,0.2576,0.93,0.194
2070,2,0.24,0.2273,0.93,0.2537
2071,2,0.24,0.2273,0.93,0.2537
2072,3,0.24,0.2273,0.93,0.2239
2073,3,0.24,0.2273,0.93,0.2239
2074,3,0.24,0.2424,0.93,0.0
2075,2,0.26,0.2424,0.87,0.2537
2076,1,0.32,0.2879,0.7,0.3582
2077,1,0.32,0.303,0.66,0.2836
2078,1,0.32,0.2879,0.61,0.3582
2079,1,0.34,0.303,0.53,0.3582
2080,1,0.36,0.3333,0.5,0.3582
2081,2,0.36,0.3333,0.46,0.3582
2082,1,0.34,0.303,0.46,0.4179
2083,1,0.34,0.303,0.46,0.4179
2084,1,0.34,0.303,0.46,0.3284
2085,1,0.34,0.303,0.46,0.3284
2086,1,0.34,0.303,0.49,0.3284
2087,1,0.32,0.3182,0.53,0.194
2088,1,0.32,0.3333,0.53,0.1343
2089,1,0.3,0.303,0.56,0.1642
2090,1,0.3,0.3182,0.61,0.0896
2091,2,0.3,0.3333,0.61,0.0
2092,1,0.26,0.2727,0.65,0.1343
2093,1,0.24,0.2424,0.75,0.1343
2094,1,0.24,0.2424,0.7,0.1642
2095,1,0.24,0.2424,0.7,0.1642
2096,2,0.24,0.2424,0.75,0.1642
2097,1,0.26,0.2727,0.7,0.1045
2098,2,0.26,0.2727,0.7,0.1045
2099,1,0.3,0.3182,0.7,0.1045
2100,2,0.34,0.3485,0.66,0.1045
2101,2,0.36,0.3485,0.57,0.1642
2102,2,0.4,0.4091,0.47,0.1642
2103,3,0.32,0.3333,0.81,0.1343
2104,1,0.34,0.3333,0.81,0.1343
2105,3,0.32,0.303,0.76,0.3284
2106,3,0.34,0.303,0.76,0.3881
2107,1,0.38,0.3939,0.62,0.3284
2108,1,0.38,0.3939,0.54,0.3582
2109,1,0.38,0.3939,0.54,0.194
2110,1,0.36,0.3333,0.53,0.3582
2111,1,0.34,0.3182,0.53,0.2836
2112,1,0.32,0.303,0.61,0.2537
2113,1,0.32,0.303,0.61,0.2985
2114,1,0.32,0.3182,0.61,0.1642
2115,1,0.3,0.2879,0.65,0.194
2116,1,0.3,0.3182,0.61,0.1045
2117,1,0.26,0.2727,0.7,0.1343
2118,1,0.3,0.3333,0.61,0.0
2119,1,0.28,0.303,0.7,0.0896
2120,1,0.28,0.2727,0.65,0.2239
2121,1,0.28,0.2727,0.65,0.194
2122,1,0.32,0.303,0.57,0.2239
2123,1,0.34,0.3333,0.57,0.1642
2124,1,0.36,0.3182,0.5,0.4925
2125,1,0.4,0.4091,0.43,0.4179
2126,1,0.42,0.4242,0.41,0.2537
2127,1,0.44,0.4394,0.38,0.2836
2128,1,0.44,0.4394,0.33,0.2985
2129,1,0.46,0.4545,0.31,0.1343
2130,2,0.46,0.4545,0.33,0.0
2131,2,0.46,0.4545,0.31,0.194
2132,2,0.46,0.4545,0.28,0.1343
2133,2,0.46,0.4545,0.31,0.0
2134,2,0.42,0.4242,0.44,0.194
2135,3,0.42,0.4242,0.41,0.2239
2136,2,0.42,0.4242,0.44,0.2239
2137,1,0.4,0.4091,0.43,0.1045
2138,1,0.4,0.4091,0.5,0.0896
2139,1,0.4,0.4091,0.5,0.2239
2140,1,0.4,0.4091,0.56,0.3582
2141,1,0.38,0.3939,0.66,0.2537
2142,1,0.38,0.3939,0.66,0.2836
2143,1,0.38,0.3939,0.71,0.2985
2144,1,0.4,0.4091,0.62,0.2537
2145,1,0.42,0.4242,0.58,0.2836
2146,2,0.44,0.4394,0.54,0.2537
2147,2,0.46,0.4545,0.55,0.2985
2148,2,0.5,0.4848,0.51,0.3881
2149,2,0.54,0.5152,0.45,0.3582
2150,1,0.6,0.6212,0.4,0.3881
2151,1,0.64,0.6212,0.36,0.4627
2152,1,0.68,0.6364,0.34,0.3284
2153,2,0.74,0.6515,0.27,0.4925
2154,1,0.76,0.6667,0.23,0.5522
2155,1,0.76,0.6515,0.22,0.5224
2156,1,0.74,0.6515,0.23,0.6119
2157,2,0.72,0.6364,0.23,0.4925
2158,1,0.7,0.6364,0.24,0.4627
2159,2,0.7,0.6364,0.24,0.5522
2160,2,0.7,0.6364,0.3,0.4478
2161,2,0.68,0.6364,0.36,0.4627
2162,2,0.64,0.6212,0.47,0.2239
2163,1,0.62,0.6212,0.5,0.1045
2164,3,0.62,0.6212,0.57,0.4179
2165,2,0.54,0.5152,0.73,0.3284
2166,2,0.54,0.5152,0.73,0.3284
2167,3,0.5,0.4848,0.88,0.4925
2168,3,0.46,0.4545,0.94,0.2985
2169,2,0.48,0.4697,0.88,0.3284
2170,2,0.48,0.4697,0.88,0.3284
2171,3,0.38,0.3939,0.87,0.5821
2172,3,0.36,0.3182,0.87,0.4925
2173,3,0.34,0.303,0.81,0.3881
2174,3,0.32,0.2879,0.81,0.4478
2175,2,0.34,0.303,0.71,0.3881
2176,2,0.36,0.3333,0.63,0.4179
2177,2,0.36,0.3182,0.57,0.4925
2178,1,0.4,0.4091,0.46,0.4627
2179,1,0.38,0.3939,0.46,0.4179
2180,1,0.42,0.4242,0.38,0.4179
2181,1,0.38,0.3939,0.4,0.4925
2182,1,0.36,0.3333,0.43,0.2985
2183,1,0.34,0.3182,0.46,0.2836
2184,1,0.34,0.2879,0.46,0.5224
2185,1,0.32,0.303,0.49,0.2985
2186,1,0.3,0.2879,0.49,0.2836
2187,1,0.3,0.3182,0.49,0.1045
2188,1,0.26,0.2727,0.6,0.1343
2189,1,0.24,0.2424,0.7,0.1343
2190,1,0.26,0.2727,0.6,0.1343
2191,1,0.24,0.2424,0.65,0.1343
2192,1,0.24,0.2576,0.7,0.1045
2193,1,0.24,0.2576,0.7,0.1045
2194,1,0.26,0.2727,0.65,0.1045
2195,1,0.32,0.303,0.61,0.2239
2196,1,0.36,0.3333,0.46,0.2537
2197,1,0.4,0.4091,0.37,0.3881
2198,1,0.42,0.4242,0.38,0.3881
2199,1,0.44,0.4394,0.41,0.2537
2200,1,0.46,0.4545,0.38,0.4925
2201,1,0.5,0.4848,0.34,0.4179
2202,1,0.52,0.5,0.32,0.3284
2203,1,0.54,0.5152,0.28,0.4179
2204,1,0.52,0.5,0.32,0.4478
2205,1,0.52,0.5,0.29,0.3582
2206,1,0.5,0.4848,0.31,0.2985
2207,1,0.46,0.4545,0.51,0.2239
2208,1,0.46,0.4545,0.41,0.2836
2209,1,0.46,0.4545,0.41,0.2836
2210,1,0.46,0.4545,0.41,0.2985
2211,1,0.46,0.4545,0.41,0.2836
2212,1,0.42,0.4242,0.47,0.1343
2213,1,0.42,0.4242,0.54,0.0
2214,1,0.36,0.3485,0.66,0.194
2215,1,0.34,0.3333,0.76,0.194
2216,1,0.34,0.3182,0.76,0.2239
2217,1,0.32,0.303,0.81,0.2537
2218,2,0.34,0.3333,0.76,0.1642
2219,1,0.36,0.3485,0.76,0.194
2220,2,0.4,0.4091,0.66,0.1343
2221,2,0.42,0.4242,0.67,0.1045
2222,2,0.46,0.4545,0.55,0.0
2223,2,0.46,0.4545,0.55,0.0
2224,2,0.52,0.5,0.48,0.0896
2225,1,0.56,0.5303,0.43,0.0896
2226,1,0.6,0.6212,0.38,0.1045
2227,1,0.6,0.6212,0.35,0.0
2228,1,0.52,0.5,0.52,0.2836
2229,1,0.48,0.4697,0.55,0.2537
2230,1,0.46,0.4545,0.59,0.2985
2231,1,0.44,0.4394,0.62,0.1642
2232,2,0.44,0.4394,0.67,0.2836
2233,2,0.4,0.4091,0.76,0.194
2234,1,0.38,0.3939,0.76,0.2537
2235,2,0.36,0.3485,0.76,0.2239
2236,2,0.34,0.3333,0.76,0.1343
2237,3,0.34,0.3333,0.76,0.1642
2238,3,0.34,0.3333,0.76,0.1642
2239,2,0.34,0.3333,0.86,0.1343
2240,2,0.32,0.3182,0.87,0.194
2241,2,0.34,0.3636,0.87,0.0
2242,3,0.34,0.3333,0.87,0.1642
2243,3,0.34,0.3333,0.87,0.1642
2244,2,0.36,0.3485,0.76,0.194
2245,2,0.36,0.3333,0.71,0.2836
2246,2,0.4,0.4091,0.62,0.3881
2247,3,0.38,0.3939,0.66,0.2239
2248,3,0.36,0.3333,0.76,0.2836
2249,3,0.34,0.3182,0.87,0.2239
2250,3,0.34,0.3182,0.87,0.2239
2251,2,0.32,0.303,0.93,0.2537
2252,3,0.32,0.303,0.93,0.2537
2253,3,0.32,0.303,0.93,0.2537
